appeal_agency,exempt,id,jurisdiction,name,parent,requires_proxy,slug,status,types
,False,2588,482,Town Administrator's Office,,False,town-administrators-office,approved,[]
,False,4663,27250,Josephine County Sheriff's Department,,False,sheriffs-department,approved,[]
,False,2621,297,East Hampton Town Police Department,,False,east-hampton-town-police-department,approved,[]
,False,2677,743,Alabama School Of Fine Arts,,False,alabama-school-fine-arts,approved,School District
,False,2627,346,Randolph County Board of Education,,False,randolph-county-board-of-education,approved,Education
,False,3563,2331,Town of Edisto Beach,,False,town-of-edisto-beach,approved,Clerk
,False,3593,10,US Navy Office of Civil Human Resources,,False,us-navy-office-civil-human-resources,approved,Military
,False,2584,3,Animal Control,,False,animal-control,approved,Animal Control
,False,2617,5,Harvard University Police,,False,harvard-university-police,approved,Police
,False,123,1,State Racing Commission,,False,state-racing-commission,approved,[]
,False,5940,55,Department of Public Health,,False,department-of-public-health,approved,[]
,False,2576,14,Essex County District Attorney's Office,,False,essex-county-district-attorneys-office,approved,District Attorney
,False,5928,2440,Mayor of Orangeburg,,False,mayor-of-orangeburg,approved,[]
,False,10334,124,Mayor's Office,,False,mayors-office,approved,[]
,False,43274,3042,Kern County Elections Division,,False,kern-county-ca-elections-division,approved,[]
,False,2626,234,Davis County,,False,davis-county,approved,[]
,False,10682,6772,Ocean County Prosecutor's Office,,False,ocean-county-prosecutors-office,approved,[]
,False,2680,167,Anniston City Schools,,False,anniston-city-schools,approved,School District
,False,2676,742,Trussville City Schools,,False,trussville-city-schools,approved,School District
,False,1732,558,Lanesborough Elementary School Library,,False,lanesborough-elementary-school-library,approved,"Library, School"
,False,1590,550,Elmwood Elementary School Library,,False,elmwood-elementary-school-library,approved,"Library, School"
,False,1815,698,Norman E. Day School Library,,False,norman-e-day-school-library,approved,"Library, School"
,False,3595,3174,Culver City clerk,,False,culver-city-clerk,approved,Clerk
,False,2609,297,Suffolk County Legislature,,False,suffolk-county-legislature,approved,[]
,False,12304,5583,"Town Clerk of Fairfield, CT",,False,town-clerk,approved,[]
,False,11849,5043,Bowdon Police Department,,False,bowdon-police-department,approved,[]
,False,2640,3,City of Boston Office of Human Resources,,False,city-boston-office-human-resources,approved,Personnel
,False,2679,745,Andalusia City Schools,,False,alusia-city-schools,approved,School District
,False,1207,568,Lynnfield Public Library,,False,lynnfield-public-library,approved,"Library, Public"
,False,1164,538,Hardwick Gilbertville Public Library,,False,hardwick-gilbertville-public-library,approved,"Library, Public"
,False,2563,1,MetroWest Regional Transit Authority,,False,metrowest-regional-transit-authority,approved,Transportation
,False,2700,763,Chilton County Schools,,False,chilton-county-schools,approved,School District
,False,204,10,"Air Force, 25th Air Force",,False,air-force-25-air-force-intelligence,approved,[]
,False,9928,22890,City Clerk of New Rochelle,,False,city-clerk,approved,[]
,False,10335,16,Manhattan District Attorney,,False,district-attorney-of-new-york,approved,[]
,False,10820,153,Office of Rep. Dennis Riddell,,False,office-of-rep-dennis-riddell,approved,[]
,False,2637,10,Bureau of Public Debt,,False,bureau-public-debt,approved,[]
,False,2645,595,New Bedford Personnel Office,,False,new-bedford-personnel-office,approved,Personnel
,False,2646,333,Brockton Personnel Department,,False,brockton-personnel-department,approved,Personnel
,False,2643,270,Lowell City Auditor,,False,lowell-city-auditor,approved,City Hall
,False,2647,257,City Of Quincy Human Resources,,False,city-quincy-human-resources,approved,Personnel
,False,2681,746,Arab City Schools,,False,arab-city-schools,approved,School District
,False,2893,879,Hueytown Public Library,,False,hueytown-public-library,approved,Library
,False,975,212,Middlesex House of Corrections Library,,False,middlesex-house-corrections-library,approved,"Library, Corrections"
,False,2642,258,Springfield Human Resources Department,,False,springfield-human-resources-department,approved,Personnel
,False,2639,10163,Needles Unified School District,,False,needles-school-district,approved,School District
,False,2682,747,Athens City Schools,,False,ans-city-schools,approved,School District
,False,2683,748,Attalla City Schools,,False,attalla-city-schools,approved,School District
,False,2670,736,Albertville City Schools,,False,albertville-city-schools,approved,School District
,False,2655,681,Waltham Personnel Department,,False,waltham-personnel-department,approved,Personnel
,False,2610,96,City Of Oakland,,False,city-of-oakland,approved,[]
,False,2517,128,Virginia Attorney General,,True,attorney-general,approved,[]
,False,10992,4833,athens-clarke county police department,,False,athens-clarke-county-police-department,approved,[]
,False,941,10,US Army Forces Command (FORSCOM),,False,us-army-forces-command-forscom,approved,Military
,False,2656,272,Malden Human Resources Department,,False,malden-human-resources-department,approved,Personnel
,False,2644,5,Cambridge Personnel Department,,False,cambridge-personnel-department,approved,Personnel
,False,2650,18,Newton Human Resources,,False,newton-human-resources,approved,Personnel
,False,2658,278,Plymouth Human Resources Department,,False,plymouth-human-resources-department,approved,Personnel
,False,2659,349,Medford Personnel Department,,False,medford-personnel-department,approved,Personnel
,False,2534,214,Nantucket Police Department,,False,nantucket-police-department,approved,Police
,False,11853,27526,Bristol Township Police Department,,False,bristol-township-police-department,approved,[]
,False,15049,3086,Modoc County Board Of Supervisors,,False,modoc-county-board-of-supervisors,approved,[]
,False,3435,661,Stoneham Town Clerk,,False,stoneham-town-clerk,approved,Clerk
,False,2638,10,Millennium Challenge Corporation,,False,millennium-challenge-corporation,approved,[]
,False,2648,87,Lynn Personnel Department,,False,lynn-personnel-department,approved,Personnel
,False,5411,30136,Sioux Falls Police Department,,False,police-department,approved,[]
,False,2507,146,State ​Senator Robert Wirch (WI),,False,state-senator-robert-wirch-wi,approved,[]
,False,2671,737,Marshall County Schools,,False,marshall-county-schools,approved,School District
,False,2673,739,Madison City Schools,,False,madison-city-schools,approved,School District
,False,2674,740,Leeds City Schools,,False,leeds-city-schools,approved,School District
,False,2961,906,Woodville Public Library,,False,woodville-public-library,approved,Library
,False,2701,764,Choctaw County Schools,,False,choctaw-county-schools,approved,School District
,False,5304,302,South Carolina Budget and Control Board,,False,budget-and-control-board,approved,[]
,False,5423,228,Department of Commerce,,False,department-of-commerce,approved,[]
,False,2719,780,Dothan City Schools,,False,dothan-city-schools,approved,School District
,False,2724,199,Etowah County Schools,,False,etowah-county-schools,approved,School District
,False,2691,756,Bibb County Schools,,False,bibb-county-schools,approved,School District
,False,2710,772,Crenshaw County Schools,,False,crenshaw-county-schools,approved,School District
,False,2707,770,Conecuh County Schools,,False,conecuh-county-schools,approved,School District
,False,2684,749,Saraland City Schools,,False,saral-city-schools,approved,School District
,False,2693,757,Blount County Schools,,False,blount-county-schools,approved,School District
,False,2721,781,Elmore County Schools,,False,elmore-county-schools,approved,School District
,False,2723,758,Escambia County Schools,,False,escambia-county-schools,approved,School District
,False,2725,783,Eufaula City Schools,,False,eufaula-city-schools,approved,School District
,False,2711,773,Cullman City Schools,,False,cullman-city-schools,approved,School District
,False,2737,792,Haleyville City Schools,,False,haleyville-city-schools,approved,School District
,False,2731,199,Gadsden City Schools,,False,gadsden-city-schools,approved,School District
,False,2752,747,Limestone County Schools,,False,limestone-county-schools,approved,School District
,False,2748,801,Lanett City Schools,,False,lanett-city-schools,approved,School District
,False,2757,804,Marengo County Schools,,False,marengo-county-schools,approved,School District
,False,2661,109,Texas Secretary of State,,False,texas-secretary-of-state,approved,[]
,False,3565,2395,Lexington Police Department,,False,lexington-police-department,approved,Police
,False,2733,789,Geneva County Schools,,False,geneva-county-schools,approved,School District
,False,2692,743,Birmingham City Schools,,False,birmingham-city-schools,approved,School District
,False,2672,738,Hoover City Schools,,False,hoover-city-schools,approved,School District
,False,2688,753,Baldwin County Schools,,False,baldwin-county-schools,approved,School District
,False,2690,755,Bessemer City Schools,,True,bessemer-city-schools,approved,School District
,False,42129,419,Barrington Police Department,,False,barrington-police-department,approved,[]
,False,11851,3124,Brea Police Department,,False,brea-police-department,approved,[]
,False,2727,785,Fayette County Schools,,False,fayette-county-schools,approved,School District
,False,2728,786,Florence City Schools,,False,florence-city-schools,approved,School District
,False,2729,787,Fort Payne City Schools,,False,fort-payne-city-schools,approved,School District
,False,2730,788,Franklin County Schools,,False,franklin-county-schools,approved,School District
